Zafra-Semana,Ingenio,Zafra,Semana,CAÑA CONTRATADA CORTE MANUAL (TON),CAÑA CONTRATADA COSECHA MEC (TON),CAÑA DE OTROS INGENIOS (TON),CAÑA LIBRE (NO CONTRATADA) (TON),CAÑA MOLIDA BRUTA TOTAL (TON),CAÑA UTILIZADA PARA SEMILLA (TON),CAÑA ENVIADA A OTROS INGENIOS (TON),CAÑA DESTINADA A OTROS FINES (TON),TOTAL CAÑA COSECHADA (TON),TOTAL CAÑA COSECHADA (HA),CAÑA MOLIDA NO PROGRAMADA (TON)
201927,Pánuco,2019,27,899159.803,336193.836,0,0,1235353.639,27215,0,5692.5,1268261.139,16559.009,12405.01
201928,Pánuco,2019,28,945169.363,353990.646,0,0,1299160.009,31240,0,6293,1336693.009,17775.171,14730.01
201929,Pánuco,2019,29,984309.873,370276.366,0,0,1354586.239,31970,0,6713,1393269.239,18755.134,14902.88
201930,Pánuco,2019,30,1032732.183,387454.556,0,0,1420186.739,32750,0,7028,1459964.739,19974.779,19274.47
201931,Pánuco,2019,31,1087044.283,406000.906,0,0,1493045.189,34740,0,7268,1535053.189,21307.449,24178.77
201932,Pánuco,2019,32,1140551.243,425451.696,0,0,1566002.939,35495,0,7459,1608956.939,22791.328,24178.77
201933,Pánuco,2019,33,1178356.853,440013.356,0,0,1618370.209,36130,0,7511,1662011.209,23927.359,24178.77
201934,Pánuco,2019,34,1218190.803,460303.426,0,0,1678494.229,37750,0,7617.75,1723861.979,25244.091,24178.77
201935,Pánuco,2019,35,1251858.913,485393.956,0,0,1737252.869,65293.09,0,7617.75,1810163.709,27033.125,24178.77
201936,Pánuco,2019,36,1251858.913,485393.956,0,0,1737252.869,65293.09,0,7617.75,1810163.709,27033.125,24178.77
201937,Pánuco,2019,37,1251858.913,485393.956,0,0,1737252.869,65293.09,0,7617.75,1810163.709,27033.125,24178.77
201938,Pánuco,2019,38,1251858.913,485393.956,0,0,1737252.869,65293.09,0,7617.75,1810163.709,27033.125,24178.77
201939,Pánuco,2019,39,1251858.913,485393.956,0,0,1737252.869,65293.09,0,7617.75,1810163.709,27033.125,24178.77
201940,Pánuco,2019,40,1251858.913,485393.956,0,0,1737252.869,65293.09,0,7617.75,1810163.709,27033.125,24178.77
201914,San Cristóbal,2019,14,90857,776.975,0,0,91633.975,0,0,7416.35,99050.325,1791.098,2272
201915,San Cristóbal,2019,15,323292.045,10578.27,0,0,333870.315,3888.5,0,0,337758.815,4822.559,2145.79
201916,San Cristóbal,2019,16,439467.045,18091.75,0,0,457558.795,4939.5,0,0,462498.295,6706.044,7412.997
201917,San Cristóbal,2019,17,546341.965,23627.955,0,0,569969.92,11460.41,0,0,581430.33,8641.442,11855.595
201918,San Cristóbal,2019,18,648596.53,32567.585,0,0,681164.115,5287.45,0,18248.66,704700.225,10385.245,22191.65
201919,San Cristóbal,2019,19,744842.08,42702.045,0,0,787544.125,5836.95,0,19506.11,812887.185,12042.876,27962.165
201920,San Cristóbal,2019,20,858147.395,57541.665,0,0,915689.06,5980.95,0,20422.16,942092.17,13956.243,33038.8
201921,San Cristóbal,2019,21,972374.825,72970.03,0,0,1045344.855,8541.85,0,27139.31,1081026.015,16054.621,39852.07
201922,San Cristóbal,2019,22,1078954.47,88059.585,0,0,1167014.055,9345.95,0,32581.71,1208941.715,17999.343,48048
201923,San Cristóbal,2019,23,1195910.925,106194.43,0,0,1302105.355,9922.85,0,34557.16,1346585.365,20159.855,54411
201924,San Cristóbal,2019,24,1310083.365,123031.355,0,0,1433114.72,13265.44,0,38679.71,1485059.87,22390.08,59832
201925,San Cristóbal,2019,25,1415807.28,138603.625,0,0,1554410.905,14479.04,0,42058.61,1610948.555,24377.739,68489
201926,San Cristóbal,2019,26,1523716.135,154302.185,0,0,1678018.32,15591.44,0,44825.81,1738435.57,26545.113,79945
201927,San Cristóbal,2019,27,1631020.125,171136.34,0,0,1802156.465,24977.51,0,53447.31,1880581.285,28824.417,91497
201928,San Cristóbal,2019,28,1744104.02,187498.395,0,0,1931602.415,27125.21,0,64091.75,2022819.375,31334.22,96854
201929,San Cristóbal,2019,29,1846192.65,206057.525,0,0,2052250.175,27125.21,0,64091.75,2143467.135,33547.023,105969
201930,San Cristóbal,2019,30,1957974.125,225978.86,0,0,2183952.985,27989.46,0,64091.75,2276034.195,36156.886,125008
201931,San Cristóbal,2019,31,2062919.51,244857.33,0,0,2307776.84,28419.01,0,86861.08,2423056.93,39047.249,138256
201932,San Cristóbal,2019,32,2167144.9,263340.91,0,0,2430485.81,28622.56,0,90650.78,2549759.15,41658.646,149893
201933,San Cristóbal,2019,33,2263849.16,280098.805,0,0,2543947.965,28773.06,0,99042.48,2671763.505,44207.286,147973
201934,San Cristóbal,2019,34,2370986.705,292260.03,0,0,2663246.735,29219.76,0,101471.83,2793938.325,46905.568,150833
201935,San Cristóbal,2019,35,2456196.775,307708.22,0,0,2763904.995,29219.76,0,101471.83,2894596.585,49180.641,151728
201936,San Cristóbal,2019,36,2515902.665,315034.595,0,0,2830937.26,29219.76,0,101471.83,2961628.85,51253.28,151728
201937,San Cristóbal,2019,37,2515902.665,315034.595,0,0,2830937.26,29219.76,0,101471.83,2961628.85,51253.28,151728
201938,San Cristóbal,2019,38,2515902.665,315034.595,0,0,2830937.26,29219.76,0,101471.83,2961628.85,51253.28,151728
201939,San Cristóbal,2019,39,2515902.665,315034.595,0,0,2830937.26,29219.76,0,101471.83,2961628.85,51253.28,151728
201940,San Cristóbal,2019,40,2515902.665,315034.595,0,0,2830937.26,29219.76,0,101471.83,2961628.85,51253.28,151728
201914,San José de Abajo,2019,14,41900,0,0,0,41900,0,0,0,41900,663.832,136.08
201911,San Nicolás,2019,11,14180.52,12965.66,0,0,27146.18,0,0,0,27146.18,310.893,0
201912,San Nicolás,2019,12,29656.48,38227.92,0,0,67884.4,26.4,0,0,67910.8,823.019,0
201913,San Nicolás,2019,13,66756.02,47783.39,0,0,114539.41,26.4,0,2541.3,117107.11,1633.614,0
201914,San Nicolás,2019,14,96676.96,65652.58,0,0,162329.54,65.4,0,3693.8,166088.74,2314.196,0
201915,San Nicolás,2019,15,64106.51,56257.81,0,37888.53,158252.85,0,0,991.71,159244.56,1843.224,0
201916,San Nicolás,2019,16,78578.59,70630.15,0,52866.8,202075.54,0,0,3778.26,205853.8,2448.824,0
201917,San Nicolás,2019,17,93187.27,85188.29,0,74952.27,253327.83,70,0,4372.74,257770.57,3060.493,0
201918,San Nicolás,2019,18,108973.71,97189.64,0,97868.88,304032.23,70,0,4611.96,308714.19,3681.204,0
201919,San Nicolás,2019,19,123726.37,107088.01,0,123610.25,354424.63,162.8,0,5521.01,360108.44,4358.648,0
201920,San Nicolás,2019,20,136504.86,121020.85,0,148627.45,406153.16,318.91,0,5631.01,412103.08,5050.799,0
201921,San Nicolás,2019,21,151986.95,132207.42,0,170437.28,454631.65,358.91,0,8050.01,463040.57,5792.394,0
201922,San Nicolás,2019,22,164528.65,145781.5,0,197028.75,507338.9,358.91,0,12003.91,519701.72,6470.432,0
201923,San Nicolás,2019,23,180341.22,158509.07,0,220004.67,558854.96,844.01,0,12174.91,571873.88,7194.883,0
201924,San Nicolás,2019,24,195314.81,171150.77,0,240579.51,607045.09,844.01,0,17326.61,625215.71,8051.11,0
201925,San Nicolás,2019,25,210697.73,178369.44,0,262111.51,651178.68,844.01,0,19179.46,671202.15,8724.827,0
201926,San Nicolás,2019,26,224125.1,192860.07,0,282388.71,699373.88,4302.61,0,22029.46,725705.95,9684.081,0
201927,San Nicolás,2019,27,233548.73,207145.92,0,305973.72,746668.37,4429.11,0,23818.86,774916.34,10459.705,0
201928,San Nicolás,2019,28,246473.58,219944.52,0,328348.24,794766.34,4429.11,0,25243.86,824439.31,11230.128,0
201929,San Nicolás,2019,29,259060.29,232150.37,0,348873.36,840084.02,4704.11,0,28009.51,872797.64,12059.861,0
201930,San Nicolás,2019,30,269127.96,240110.04,0,364850.81,874088.81,5019.86,0,29078.01,908186.68,12673.872,0
201931,San Nicolás,2019,31,284128.31,252221.34,0,385035.4,921385.05,5019.86,0,34552.46,960957.37,13702.068,0
201932,San Nicolás,2019,32,293903.27,264512.85,0,405119.78,963535.9,5130.26,0,36378.71,1005044.87,14426.609,0
201933,San Nicolás,2019,33,306133.06,276929.02,4060.03,421482.11,1008604.22,5130.26,0,39837.46,1053571.94,15322.304,0
201934,San Nicolás,2019,34,316710.24,288154.57,14474,432157.86,1051496.67,5130.26,0,40037.96,1096664.89,15993.038,0
201935,San Nicolás,2019,35,326565.83,306739.23,17685.81,436877.35,1087868.22,8545.58,0,43648.91,1140062.71,16894.411,0
201936,San Nicolás,2019,36,327075.25,308401.64,43786.25,438321.02,1117584.16,10559.89,0,44088.91,1172232.96,17489.826,0
201937,San Nicolás,2019,37,327075.25,308401.64,43786.25,438321.02,1117584.16,10559.89,0,121855.95,1250000,22235.417,0
201938,San Nicolás,2019,38,327075.25,308401.64,43786.25,438321.02,1117584.16,10559.89,0,121855.95,1250000,22235.417,0
201939,San Nicolás,2019,39,327075.25,308401.64,43786.25,438321.02,1117584.16,10559.89,0,121855.95,1250000,22235.417,0
201940,San Nicolás,2019,40,327075.25,308401.64,43786.25,438321.02,1117584.16,10559.89,0,121855.95,1250000,22235.417,0
201915,San Pedro,2019,15,200039.84,12567.5,0,115.66,212723,407.05,0,489.4,213619.45,2508.77,4540.676
201916,San Pedro,2019,16,253251.11,16589.29,0,264.6,270105,427.05,0,516.067,271048.117,3191.266,6334.505
201917,San Pedro,2019,17,298960.694,21355.706,0,264.6,320581,452.05,0,566.067,321599.117,3793.696,9028.655
201918,San Pedro,2019,18,352353.366,26055.034,0,264.6,378673,527.05,0,791.067,379991.117,4499.112,10568.403
201919,San Pedro,2019,19,396973.715,32606.685,0,264.6,429845,557.05,0,851.067,431253.117,5171.087,11037.002
201920,San Pedro,2019,20,448042.165,40019.235,0,264.6,488326,662.05,0,1014.4,490002.45,5896.154,11369.042
201921,San Pedro,2019,21,485007.415,47036.985,0,264.6,532309,662.05,0,1014.4,533985.45,6452.295,12081.192
201922,San Pedro,2019,22,527505.061,53794.663,0,318.276,581618,992.05,0,1233.224,583843.274,7184.876,15141.811
201923,San Pedro,2019,23,572834.305,64687.57,0,484.125,638006,1262.05,0,1507.224,640775.274,7965.046,16045.623
201924,San Pedro,2019,24,612473.537,72101.438,0,561.025,685136,1453.05,0,1674.557,688263.607,8630.266,17973.884
201925,San Pedro,2019,25,661841.457,80030.518,0,561.025,742433,2595.05,0,2324.419,747352.469,9540.098,21558.147
201926,San Pedro,2019,26,704322.134,89286.42,0,711.723,794320.277,4385.45,0,3342,802047.727,10300.676,22269.238
201927,San Pedro,2019,27,751684.15,98442.89,0,1265.625,851392.665,5745.45,0,3414,860552.115,11200.343,24439.155
201928,San Pedro,2019,28,792414.459,108981.39,0,2729.217,904125.066,6815.45,0,3514,914454.516,12166.247,26622.941
201929,San Pedro,2019,29,832785.289,118016.38,0,3290.64,954092.309,7090.45,0,4149.5,965332.259,13016.107,27342.734
201930,San Pedro,2019,30,872158.009,125786.88,0,3886.586,1001831.475,7515.45,0,4209.5,1013556.425,13809.745,29575.659
201931,San Pedro,2019,31,919692.01,136895.46,0,4356.124,1060943.594,9117.95,0,4540.5,1074602.044,14837.723,31630.218
201932,San Pedro,2019,32,956664.546,144976.56,0,4814.433,1106455.539,9347.95,0,4891.5,1120694.989,15642.356,31830.968
201933,San Pedro,2019,33,992235.615,154294,0,5695.136,1152224.751,10117.95,0,5575,1167917.701,16494.605,32335.445
201934,San Pedro,2019,34,1025755.117,163242.88,0,6866.71,1195864.707,10217.95,0,6995,1213077.657,17516.701,32335.445
201935,San Pedro,2019,35,1058909.144,169380.08,0,8075.296,1236364.52,12536.35,0,37510.8,1286411.67,18788.671,32335.445
201936,San Pedro,2019,36,1074636.098,170080.238,0,9293.369,1254009.705,14899.6,0,34043.5,1302952.805,19913.301,32335.445
201937,San Pedro,2019,37,1074636.098,170080.238,0,9293.369,1254009.705,14899.6,0,34043.5,1302952.805,19913.301,32335.445
201938,San Pedro,2019,38,1074636.098,170080.238,0,9293.369,1254009.705,14899.6,0,34043.5,1302952.805,19913.301,32335.445
201939,San Pedro,2019,39,1074636.098,170080.238,0,9293.369,1254009.705,14899.6,0,34043.5,1302952.805,19913.301,32335.445
201940,San Pedro,2019,40,1074636.098,170080.238,0,9293.369,1254009.705,14899.6,0,34043.5,1302952.805,19913.301,32335.445
201910,Tres Valles,2019,10,57770.53,1310.47,0,0,59081,580,0,0,59661,957.909,0
201911,Tres Valles,2019,11,131673.971,6776.029,0,0,138450,610,0,0,139060,2116.466,0
201912,Tres Valles,2019,12,212509.823,16707.177,0,0,229217,640,0,275,230132,3569.902,0
201913,Tres Valles,2019,13,303630.781,27521.219,0,0,331152,750,0,375,332277,2818.855,0
201914,Tres Valles,2019,14,375832.714,35929.286,0,0,411762,1815,0,925,414502,6221.691,0
201915,Tres Valles,2019,15,501656.495,50822.585,800.92,0,553280,2824.53,18447.16,712,575263.69,7793.821,0
201916,Tres Valles,2019,16,585402.51,64732.57,800.92,0,650936,4486.53,24483.47,1750,681656,9227.208,0
201917,Tres Valles,2019,17,675017.703,74378.377,800.92,0,750197,5600.03,32193.94,1825,789815.97,10661.056,0
201918,Tres Valles,2019,18,755301.285,83594.795,800.92,0,839697,7690.03,38518.03,2355,888260.06,11956.944,0
201919,Tres Valles,2019,19,846412.527,92429.553,800.92,0,939643,9251.43,44581.02,2750,996225.45,13396.131,0
201920,Tres Valles,2019,20,935440.305,102730.775,800.92,0,1038972,11186.93,46573.16,3248.83,1099980.92,14832.016,0
201921,Tres Valles,2019,21,1004028.737,109261.343,800.92,0,1114091,12162.93,51134.46,3622.53,1181010.92,15887.87,0
201922,Tres Valles,2019,22,1090910.653,112938.427,800.92,0,1204650,13199.26,51134.46,6764.23,1275747.95,17284.889,0
201923,Tres Valles,2019,23,1171201.948,121535.132,800.92,0,1293538,14609.26,51134.46,7532.23,1366813.95,18633.426,0
201924,Tres Valles,2019,24,1251526.96,131540.12,800.92,0,1383868,16999.26,61782.01,10323.03,1472972.3,20142.145,0
201925,Tres Valles,2019,25,1325248.66,140560.42,800.92,0,1466610,17825.96,64375.1,12124.58,1560935.64,21416.913,0
201926,Tres Valles,2019,26,1397797.468,147649.322,2142.21,0,1547589,19559.46,65823.38,13392.58,1646364.42,22755.593,0
201927,Tres Valles,2019,27,1471702.43,156104.36,2142.21,0,1629949,20362.29,66501.74,13695.58,1730508.61,24050.636,0
201928,Tres Valles,2019,28,1550344.66,165712.13,2142.21,0,1718199,23199.29,68251.04,16140.38,1825789.71,25529.307,0
201929,Tres Valles,2019,29,1623209.036,175345.754,2142.21,0,1800697,25001.29,70219.01,16721.92,1912639.22,26864.504,0
201930,Tres Valles,2019,30,1703669.87,183697.92,2142.21,0,1889510,27030.79,72587.7,27906.42,2017034.91,28604.374,0
201931,Tres Valles,2019,31,1778766.489,189351.301,2142.21,0,1970260,29605.79,73320.27,32024.42,2105210.48,30066.538,0
201932,Tres Valles,2019,32,1853219.983,199699.807,2142.21,0,2055062,31862.29,75132.9,34095.42,2196152.61,31595.9,0
201933,Tres Valles,2019,33,1926726.376,213021.414,2142.21,0,2141890,33971.29,76392.99,36354.42,2288608.7,33246.023,0
201934,Tres Valles,2019,34,1996893.956,219431.834,2142.21,0,2218468,35792.09,78672.64,40785.02,2373717.75,34774.663,0
201935,Tres Valles,2019,35,2066870.337,226809.453,2142.21,0,2295822,36866.59,82149.46,43875.02,2458713.07,36287.96,0
201936,Tres Valles,2019,36,2140162.327,231058.463,2142.21,0,2373363,38173.21,91601.11,45618.02,2548755.34,38076.897,0
201937,Tres Valles,2019,37,2140162.327,231058.463,2142.21,0,2373363,38173.21,91601.11,45618.02,2548755.34,38076.897,0
201938,Tres Valles,2019,38,2140162.327,231058.463,2142.21,0,2373363,38173.21,91601.11,45618.02,2548755.34,38076.897,0
201939,Tres Valles,2019,39,2140162.327,231058.463,2142.21,0,2373363,38173.21,91601.11,45618.02,2548755.34,38076.897,0
201940,Tres Valles,2019,40,2140162.327,231058.463,2142.21,0,2373363,38173.21,91601.11,45618.02,2548755.34,38076.897,0
20181,La Joya,2018,1,0,0,0,0,0,3796.5,0,0,3796.5,68.956,0
20182,La Joya,2018,2,0,0,0,0,0,4376.5,0,0,4376.5,79.49,0
20183,La Joya,2018,3,0,0,0,0,0,4626.5,0,0,4626.5,84.031,0
20184,La Joya,2018,4,0,0,0,0,0,4891.5,0,0,4891.5,88.844,0
20185,La Joya,2018,5,0,0,0,0,0,4992.5,0,0,4992.5,90.679,0
20186,La Joya,2018,6,0,0,0,0,0,5554.5,0,0,5554.5,100.886,0
20187,La Joya,2018,7,0,0,0,0,0,6454.5,0,0,6454.5,117.233,0
20188,La Joya,2018,8,0,0,0,0,0,7279.5,0,0,7279.5,132.218,0
20189,La Joya,2018,9,0,0,0,0,0,8779.5,0,0,8779.5,159.462,0
201810,La Joya,2018,10,0,0,0,0,0,9249.5,0,0,9249.5,167.999,0
201811,La Joya,2018,11,0,0,0,0,0,9249.5,0,0,9249.5,167.999,0
201812,La Joya,2018,12,0,0,0,0,0,9479.5,0,0,9479.5,172.176,0
201813,La Joya,2018,13,29273.39,20296.262,0,0,49569.652,10179.5,0,0,59749.152,1085.224,0
201814,La Joya,2018,14,44863.512,25392.882,0,0,70256.394,10876.5,0,0,81132.894,1019.256,0
201815,La Joya,2018,15,85149.883,55813.392,0,0,140963.275,19976.265,0,0,160939.54,2036.636,818.54
201816,La Joya,2018,16,110432.166,65104.952,0,0,175537.118,21976.265,0,0,197513.383,2603.588,818.54
201817,La Joya,2018,17,137997.819,76528.042,0,0,214525.861,24496.265,0,0,239022.126,3331.934,944.75
201818,La Joya,2018,18,161128.273,87267.292,0,0,248395.565,26973.515,0,0,275369.08,3871.02,1441.56
201819,La Joya,2018,19,169922.903,89634.412,0,0,259557.315,27603.515,0,0,287160.83,4000.371,1471.07
201820,La Joya,2018,20,195605.891,99326.962,0,0,294932.853,27945.035,0,0,322877.888,4547.737,4074.68
201821,La Joya,2018,21,222284.919,111257.722,0,0,333542.641,28413.434,0,367.65,362323.725,5193.421,4173.24
201822,La Joya,2018,22,250799.435,123321.682,0,0,374121.117,28413.434,0,367.65,402902.201,5845.622,7528.18
201823,La Joya,2018,23,278307.65,136690.862,0,0,414998.512,28413.434,0,367.65,443779.596,6592.08,10245.87
201824,La Joya,2018,24,307071.622,149004.892,0,0,456076.514,28413.434,0,1200,485689.948,7410.714,11747.32
201825,La Joya,2018,25,334018.356,162778.312,0,0,496796.668,28413.434,0,1200,526410.102,8143.345,15369.52
201826,La Joya,2018,26,360954.823,177035.192,0,0,537990.015,28413.434,0,1200,567603.449,8970.039,17119.47
201827,La Joya,2018,27,382546.666,186927.972,0,0,569474.638,28413.434,0,1200,599088.072,9662.639,19105.62
201828,La Joya,2018,28,410066.673,198375.372,0,54.35,608496.395,28413.434,0,1200,638109.829,10439.018,19726.92
201829,La Joya,2018,29,433413.282,211246.902,0,208.31,644868.494,28413.434,0,2250,675531.928,11214.051,22642.87
201830,La Joya,2018,30,433413.282,211246.902,0,208.31,644868.494,28413.434,0,2250,675531.928,11214.051,22642.87
201831,La Joya,2018,31,482284.327,237796.862,0,1158.3,721239.489,28413.434,0,4599,754251.923,12894.096,24030.59
201832,La Joya,2018,32,504232.237,251985.172,0,1708.8,757926.209,28413.434,0,4599,790938.643,13692.612,24030.59
201833,La Joya,2018,33,524555.649,265209.052,0,2565.3,792330.001,28413.434,0,4940,825683.435,14589.247,24030.59
201834,La Joya,2018,34,546105.429,279058.775,0,5958.145,831122.349,28413.44,0,5746.25,865282.039,15423.33,24030.59
201835,La Joya,2018,35,546105.429,279058.775,0,5958.145,831122.349,28413.44,0,5746.25,865282.039,15423.33,24030.59
201836,La Joya,2018,36,546105.429,279058.775,0,5958.145,831122.349,28413.44,0,5746.25,865282.039,15423.33,24030.59
201837,La Joya,2018,37,546105.429,279058.775,0,5958.145,831122.349,28413.44,0,5746.25,865282.039,15423.33,24030.59
201838,La Joya,2018,38,546105.429,279058.775,0,5958.145,831122.349,28413.44,0,5746.25,865282.039,15423.33,24030.59
201839,La Joya,2018,39,546105.429,279058.775,0,5958.145,831122.349,28413.44,0,5746.25,865282.039,15423.33,24030.59
201840,La Joya,2018,40,546105.429,279058.775,0,5958.145,831122.349,28413.44,0,5746.25,865282.039,15423.33,24030.59
201842,La Joya,2018,42,0,0,0,0,0,805,0,0,805,13.4,0
201843,La Joya,2018,43,0,0,0,0,0,1226,0,0,1226,20.408,0
201844,La Joya,2018,44,0,0,0,0,0,2094,0,0,2094,34.857,0
201845,La Joya,2018,45,0,0,0,0,0,2656.5,0,0,2656.5,48.25,0
201846,La Joya,2018,46,0,0,0,0,0,2726.5,0,0,2726.5,49.521,0
201847,La Joya,2018,47,0,0,0,0,0,2796.5,0,0,2796.5,50.793,0
201848,La Joya,2018,48,0,0,0,0,0,2894.5,0,0,2894.5,52.573,0
201849,La Joya,2018,49,0,0,0,0,0,3258.5,0,0,3258.5,59.184,0
201850,La Joya,2018,50,0,0,0,0,0,3469.5,0,0,3469.5,63.017,0
201851,La Joya,2018,51,0,0,0,0,0,3609.5,0,0,3609.5,65.559,0
201852,La Joya,2018,52,0,0,0,0,0,3609.5,0,0,3609.5,65.559,0
20187,Cía. La Fe (Pujiltic),2018,7,39158.08,0,0,0,39158.08,3157.2,0,0,42315.28,448.026,0
20188,Cía. La Fe (Pujiltic),2018,8,99492.09,0,0,0,99492.09,4087.68,0,0,103579.77,1049.768,1570.44
20189,Cía. La Fe (Pujiltic),2018,9,162787.56,0,0,0,162787.56,4773.6,0,0,167561.16,1685.331,3409.01
201810,Cía. La Fe (Pujiltic),2018,10,228234.15,0,0,0,228234.15,6246.24,0,0,234480.39,2351.884,5548.1
201811,Cía. La Fe (Pujiltic),2018,11,294654.68,0,0,0,294654.68,7190.16,0,0,301844.84,3035.935,5834.87
201812,Cía. La Fe (Pujiltic),2018,12,361086.54,0,0,0,361086.54,7190.16,0,0,368276.7,3681.659,5882.26
201813,Cía. La Fe (Pujiltic),2018,13,429444.32,0,0,0,429444.32,8862.12,0,0,438306.44,4399.279,10396.36
201814,Cía. La Fe (Pujiltic),2018,14,481050.06,0,0,0,481050.06,9768,0,0,490818.06,4935.567,13849.61
201815,Cía. La Fe (Pujiltic),2018,15,467786.55,0,0,0,467786.55,6463.08,0,0,474249.63,4759.357,11443.08
201816,Cía. La Fe (Pujiltic),2018,16,534821.57,0,0,0,534821.57,6774,0,0,541595.57,5485.267,16546.67
201817,Cía. La Fe (Pujiltic),2018,17,600473.15,0,0,0,600473.15,7144.8,0,0,607617.95,6199.425,20620.01
201818,Cía. La Fe (Pujiltic),2018,18,666648.79,0,0,0,666648.79,7461.96,0,0,674110.75,6936.364,21850.58
201819,Cía. La Fe (Pujiltic),2018,19,729807.57,0,0,0,729807.57,8020.56,0,0,737828.13,7638.187,23991.37
201820,Cía. La Fe (Pujiltic),2018,20,797594.09,0,0,0,797594.09,9169.92,0,0,806764.01,8394.603,28523.99
201821,Cía. La Fe (Pujiltic),2018,21,861904.84,0,0,0,861904.84,10276.68,0,0,872181.52,9122.491,33987.82
201822,Cía. La Fe (Pujiltic),2018,22,927317.57,0,0,0,927317.57,11338.56,0,0,938656.13,9887.563,36157.92
201823,Cía. La Fe (Pujiltic),2018,23,989934.42,0,0,0,989934.42,12109.56,0,0,1002043.98,10629.328,37549.76
201824,Cía. La Fe (Pujiltic),2018,24,1056871.1,0,0,0,1056871.1,12714.72,0,0,1069585.82,11429.798,49663.63
201825,Cía. La Fe (Pujiltic),2018,25,1121884.13,0,0,0,1121884.13,13169.52,0,0,1135053.65,12209.265,50387.06
201826,Cía. La Fe (Pujiltic),2018,26,1188708.34,0,0,0,1188708.34,13674.12,0,0,1202382.46,12986.407,50621.44
201827,Cía. La Fe (Pujiltic),2018,27,1234324.73,0,0,0,1234324.73,13802.52,0,0,1248127.25,13544.436,51243.22
201828,Cía. La Fe (Pujiltic),2018,28,1292857.33,0,0,0,1292857.33,15045.84,0,0,1307903.17,14262.081,52612.45
201829,Cía. La Fe (Pujiltic),2018,29,1351721.11,0,0,0,1351721.11,15069.84,0,0,1366790.95,14969.658,54256.48
201830,Cía. La Fe (Pujiltic),2018,30,1415325.51,0,0,0,1415325.51,15069.84,0,0,1430395.35,15739.794,54834.19
201831,Cía. La Fe (Pujiltic),2018,31,1481498.47,0,0,0,1481498.47,15069.84,0,0,1496568.31,16542.706,54834.19
201832,Cía. La Fe (Pujiltic),2018,32,1540782.04,0,0,0,1540782.04,15171.84,0,0,1555953.88,17235.979,54834.19
201833,Cía. La Fe (Pujiltic),2018,33,1548271.14,0,0,0,1548271.14,15489.6,0,0,1563760.74,17344.566,54834.19
201834,Cía. La Fe (Pujiltic),2018,34,1548271.14,0,0,0,1548271.14,15489.6,0,0,1563760.74,17344.566,54834.19
201835,Cía. La Fe (Pujiltic),2018,35,1548271.14,0,0,0,1548271.14,10217.84,0,0,1558488.98,17307.25,54834.19
201836,Cía. La Fe (Pujiltic),2018,36,1548271.14,0,0,0,1548271.14,10217.84,0,0,1558488.98,17307.25,54834.19
201837,Cía. La Fe (Pujiltic),2018,37,1548271.14,0,0,0,1548271.14,10217.84,0,0,1558488.98,17307.25,54834.19
201838,Cía. La Fe (Pujiltic),2018,38,1548271.14,0,0,0,1548271.14,10217.84,0,0,1558488.98,17307.25,54834.19
201839,Cía. La Fe (Pujiltic),2018,39,1548271.14,0,0,0,1548271.14,10217.84,0,0,1558488.98,17307.25,54834.19
201840,Cía. La Fe (Pujiltic),2018,40,1548271.14,0,0,0,1548271.14,10217.84,0,0,1558488.98,17307.25,54834.19
201811,Huixtla,2018,11,18802,43323.95,0,0,62125.95,0,0,0,62125.95,595.225,0
201812,Huixtla,2018,12,62332.6,55181.56,0,0,117514.16,185,0,0,117699.16,1107.136,0
201813,Huixtla,2018,13,87855.49,78515.34,0,0,166370.83,185,0,0,166555.83,1546.249,0
201814,Huixtla,2018,14,115417.47,107757.95,0,0,223175.42,1608,0,0,224783.42,2111.065,0
201815,Huixtla,2018,15,161885.69,176691.82,0,0,338577.51,2382,0,0,340959.51,4030.636,0
201816,Huixtla,2018,16,187941.81,203965.42,0,0,391907.23,2407,0,0,394314.23,4688.981,0
201817,Huixtla,2018,17,215596.19,234729.23,0,0,450325.42,4289,0,0,454614.42,5472.682,0
201818,Huixtla,2018,18,239781.06,266343.03,0,0,506124.09,4508.5,0,0,510632.59,6306.212,0
201819,Huixtla,2018,19,265701.02,297703.69,0,0,563404.71,5402,0,0,568806.71,7046.601,0
201820,Huixtla,2018,20,291314.81,330519.48,0,0,621834.29,5402,0,0,627236.29,7816.055,0
201821,Huixtla,2018,21,315561.56,358551.08,0,0,674112.64,10135,0,0,684247.64,8606.656,0
201822,Huixtla,2018,22,341056.27,387659.24,0,0,728715.51,12576,0,0,741291.51,9423.772,0
201823,Huixtla,2018,23,367539.38,417649.15,0,0,785188.53,12908,0,0,798096.53,10249.278,0
201824,Huixtla,2018,24,392691.66,447974.48,0,0,840666.14,13201.3,0,0,853867.44,11106.603,0
201825,Huixtla,2018,25,416233.48,474467.77,0,0,890701.25,15309.3,0,0,906010.55,11865.773,0
201826,Huixtla,2018,26,440746.51,502696.43,0,0,943442.94,15746.3,0,0,959189.24,12711.715,0
201827,Huixtla,2018,27,465653,531938.92,0,0,997591.92,16007.3,0,0,1013599.22,13596.905,0
201828,Huixtla,2018,28,485248.41,549973.86,0,0,1035222.27,20757.43,0,0,1055979.7,14349.76,0
201829,Huixtla,2018,29,485248.41,549973.86,0,0,1035222.27,20757.43,0,0,1055979.7,14349.76,0
